Learning Rate, Epochs, Sampling Rate, test data fraction, max layers, max neurons, Error
0.1,1,0.1,0.1,4,64,0.642858360
0.1,2,0.1,0.1,4,64,0.642858360
0.1,3,0.1,0.1,4,64,0.650633430
0.1,4,0.1,0.1,4,64,0.644635850
0.1,5,0.1,0.1,4,64,0.631628800
0.1,6,0.1,0.1,4,64,0.647157910
0.1,7,0.1,0.1,4,64,0.626107860
0.1,8,0.1,0.1,4,64,0.630114420
0.1,9,0.1,0.1,4,64,0.630658930
0.1,10,0.1,0.1,4,64,0.628350310
0.1,11,0.1,0.1,4,64,0.627059330
0.1,12,0.1,0.1,4,64,0.638519640
0.1,13,0.1,0.1,4,64,0.634693480
0.1,14,0.1,0.1,4,64,0.627408440
0.1,15,0.1,0.1,4,64,0.634530400
0.1,16,0.1,0.1,4,64,0.637745910
0.1,17,0.1,0.1,4,64,0.638828140
0.1,18,0.1,0.1,4,64,0.638112690
0.1,19,0.1,0.1,4,64,0.624365620
0.1,20,0.1,0.1,4,64,0.627302120
0.1,21,0.1,0.1,4,64,0.624354420
0.1,22,0.1,0.1,4,64,0.624682430
0.1,23,0.1,0.1,4,64,0.639169130
0.1,24,0.1,0.1,4,64,0.623100580
0.1,25,0.1,0.1,4,64,0.612055120
0.1,26,0.1,0.1,4,64,0.625837690
0.1,27,0.1,0.1,4,64,0.614819460
0.1,28,0.1,0.1,4,64,0.629875640
0.1,29,0.1,0.1,4,64,0.624750030
0.1,30,0.1,0.1,4,64,0.623937570
0.1,31,0.1,0.1,4,64,0.607916640
0.1,32,0.1,0.1,4,64,0.633710040
0.1,33,0.1,0.1,4,64,0.620462930
0.1,34,0.1,0.1,4,64,0.622444250
0.1,35,0.1,0.1,4,64,0.612040200
0.1,36,0.1,0.1,4,64,0.626771510
0.1,37,0.1,0.1,4,64,0.624693920
0.1,38,0.1,0.1,4,64,0.620901370
0.1,39,0.1,0.1,4,64,0.614497700
0.1,40,0.1,0.1,4,64,0.608479090
0.1,41,0.1,0.1,4,64,0.615119410
0.1,42,0.1,0.1,4,64,0.612489160
0.1,43,0.1,0.1,4,64,0.615602420
0.1,44,0.1,0.1,4,64,0.612882700
0.1,45,0.1,0.1,4,64,0.629369390
0.1,46,0.1,0.1,4,64,0.620629100
0.1,47,0.1,0.1,4,64,0.616997450
0.1,48,0.1,0.1,4,64,0.613682340
0.1,49,0.1,0.1,4,64,0.626026070
0.1,50,0.1,0.1,4,64,0.617663080
0.1,51,0.1,0.1,4,64,0.615257700
0.1,52,0.1,0.1,4,64,0.591732010
0.1,53,0.1,0.1,4,64,0.597566260
0.1,54,0.1,0.1,4,64,0.614952530
0.1,55,0.1,0.1,4,64,0.617010620
0.1,56,0.1,0.1,4,64,0.598507040
0.1,57,0.1,0.1,4,64,0.599087600
0.1,58,0.1,0.1,4,64,0.589112730
0.1,59,0.1,0.1,4,64,0.599781850
0.1,60,0.1,0.1,4,64,0.597922740
0.1,61,0.1,0.1,4,64,0.609304210
0.1,62,0.1,0.1,4,64,0.613319670
0.1,63,0.1,0.1,4,64,0.571779350
0.1,64,0.1,0.1,4,64,0.598280710
0.1,65,0.1,0.1,4,64,0.576995890
0.1,66,0.1,0.1,4,64,0.592602480
0.1,67,0.1,0.1,4,64,0.587093750
0.1,68,0.1,0.1,4,64,0.586639470
0.1,69,0.1,0.1,4,64,0.593122610
0.1,70,0.1,0.1,4,64,0.587765630
0.1,71,0.1,0.1,4,64,0.563197160
0.1,72,0.1,0.1,4,64,0.585833390
0.1,73,0.1,0.1,4,64,0.572889400
0.1,74,0.1,0.1,4,64,0.585088800
0.1,75,0.1,0.1,4,64,0.582125820
0.1,76,0.1,0.1,4,64,0.577803080
0.1,77,0.1,0.1,4,64,0.586424720
0.1,78,0.1,0.1,4,64,0.601526880
0.1,79,0.1,0.1,4,64,0.549468780
0.1,80,0.1,0.1,4,64,0.586635560
0.1,81,0.1,0.1,4,64,0.573177690
0.1,82,0.1,0.1,4,64,0.591326720
0.1,83,0.1,0.1,4,64,0.525264870
0.1,84,0.1,0.1,4,64,0.574243940
0.1,85,0.1,0.1,4,64,0.564362020
0.1,86,0.1,0.1,4,64,0.543229030
0.1,87,0.1,0.1,4,64,0.572932580
0.1,88,0.1,0.1,4,64,0.557139800
0.1,89,0.1,0.1,4,64,0.552214180
0.1,90,0.1,0.1,4,64,0.551882510
0.1,91,0.1,0.1,4,64,0.569673880
0.1,92,0.1,0.1,4,64,0.564542080
0.1,93,0.1,0.1,4,64,0.538070600
0.1,94,0.1,0.1,4,64,0.533639730
0.1,95,0.1,0.1,4,64,0.552546970
0.1,96,0.1,0.1,4,64,0.500584920
0.1,97,0.1,0.1,4,64,0.516555720
0.1,98,0.1,0.1,4,64,0.558338880
0.1,99,0.1,0.1,4,64,0.526951560
0.1,100,0.1,0.1,4,64,0.520110880
