Learning Rate, Epochs, Sampling Rate, test data fraction, max layers, max neurons, Error
0.1,1,0.1,0.1,4,4,0.946061980
0.1,2,0.1,0.1,4,4,0.941612030
0.1,3,0.1,0.1,4,4,0.927932860
0.1,4,0.1,0.1,4,4,0.928364510
0.1,5,0.1,0.1,4,4,0.912859190
0.1,6,0.1,0.1,4,4,0.922994450
0.1,7,0.1,0.1,4,4,0.923292670
0.1,8,0.1,0.1,4,4,0.913483440
0.1,9,0.1,0.1,4,4,0.916407290
0.1,10,0.1,0.1,4,4,0.912952680
0.1,11,0.1,0.1,4,4,0.903455290
0.1,12,0.1,0.1,4,4,0.883820050
0.1,13,0.1,0.1,4,4,0.905671900
0.1,14,0.1,0.1,4,4,0.899117550
0.1,15,0.1,0.1,4,4,0.756770810
0.1,16,0.1,0.1,4,4,0.843743390
0.1,17,0.1,0.1,4,4,0.725927630
0.1,18,0.1,0.1,4,4,0.786797140
0.1,19,0.1,0.1,4,4,0.757891570
0.1,20,0.1,0.1,4,4,0.874116280
0.1,21,0.1,0.1,4,4,0.798910750
0.1,22,0.1,0.1,4,4,0.767154940
0.1,23,0.1,0.1,4,4,0.793220290
0.1,24,0.1,0.1,4,4,0.798804830
0.1,25,0.1,0.1,4,4,0.763980060
0.1,26,0.1,0.1,4,4,0.820918450
0.1,27,0.1,0.1,4,4,0.748557120
0.1,28,0.1,0.1,4,4,0.846169370
0.1,29,0.1,0.1,4,4,0.833479170
0.1,30,0.1,0.1,4,4,0.835643290
0.1,31,0.1,0.1,4,4,0.835632860
0.1,32,0.1,0.1,4,4,0.836965300
0.1,33,0.1,0.1,4,4,0.814844970
0.1,34,0.1,0.1,4,4,0.701700160
0.1,35,0.1,0.1,4,4,0.633693940
0.1,36,0.1,0.1,4,4,0.647682620
0.1,37,0.1,0.1,4,4,0.890658700
0.1,38,0.1,0.1,4,4,0.733084430
0.1,39,0.1,0.1,4,4,0.876447550
0.1,40,0.1,0.1,4,4,0.651312580
0.1,41,0.1,0.1,4,4,0.741250750
0.1,42,0.1,0.1,4,4,0.748535620
0.1,43,0.1,0.1,4,4,0.849551170
0.1,44,0.1,0.1,4,4,0.661388120
0.1,45,0.1,0.1,4,4,0.638444190
0.1,46,0.1,0.1,4,4,0.640689960
0.1,47,0.1,0.1,4,4,0.646746930
0.1,48,0.1,0.1,4,4,0.604564670
0.1,49,0.1,0.1,4,4,0.620680420
0.1,50,0.1,0.1,4,4,0.537950810
0.1,51,0.1,0.1,4,4,0.641237300
0.1,52,0.1,0.1,4,4,0.680861900
0.1,53,0.1,0.1,4,4,0.642167890
0.1,54,0.1,0.1,4,4,0.600038890
0.1,55,0.1,0.1,4,4,0.568216700
0.1,56,0.1,0.1,4,4,0.544999790
0.1,57,0.1,0.1,4,4,0.450815230
0.1,58,0.1,0.1,4,4,0.584514140
0.1,59,0.1,0.1,4,4,0.291334010
0.1,60,0.1,0.1,4,4,0.481728900
0.1,61,0.1,0.1,4,4,0.525337330
0.1,62,0.1,0.1,4,4,0.496225170
0.1,63,0.1,0.1,4,4,0.511031160
0.1,64,0.1,0.1,4,4,0.571819960
0.1,65,0.1,0.1,4,4,0.578258470
0.1,66,0.1,0.1,4,4,0.545732180
0.1,67,0.1,0.1,4,4,0.529460280
0.1,68,0.1,0.1,4,4,0.511814020
0.1,69,0.1,0.1,4,4,0.373246830
0.1,70,0.1,0.1,4,4,0.501059540
0.1,71,0.1,0.1,4,4,0.466036220
0.1,72,0.1,0.1,4,4,0.470617090
0.1,73,0.1,0.1,4,4,0.415167870
0.1,74,0.1,0.1,4,4,0.498036760
0.1,75,0.1,0.1,4,4,0.459935840
0.1,76,0.1,0.1,4,4,0.436321350
0.1,77,0.1,0.1,4,4,0.423419050
0.1,78,0.1,0.1,4,4,0.587619600
0.1,79,0.1,0.1,4,4,0.342879280
0.1,80,0.1,0.1,4,4,0.519266550
0.1,81,0.1,0.1,4,4,0.422095730
0.1,82,0.1,0.1,4,4,0.374134000
0.1,83,0.1,0.1,4,4,0.270268240
0.1,84,0.1,0.1,4,4,0.328443500
0.1,85,0.1,0.1,4,4,0.482808010
0.1,86,0.1,0.1,4,4,0.494046120
0.1,87,0.1,0.1,4,4,0.419916620
0.1,88,0.1,0.1,4,4,0.240997630
0.1,89,0.1,0.1,4,4,0.399019030
0.1,90,0.1,0.1,4,4,0.528007430
0.1,91,0.1,0.1,4,4,0.346179170
0.1,92,0.1,0.1,4,4,0.349863310
0.1,93,0.1,0.1,4,4,0.243553000
0.1,94,0.1,0.1,4,4,0.368611700
0.1,95,0.1,0.1,4,4,0.384914200
0.1,96,0.1,0.1,4,4,0.335041020
0.1,97,0.1,0.1,4,4,0.456943340
0.1,98,0.1,0.1,4,4,0.416392670
0.1,99,0.1,0.1,4,4,0.422562250
0.1,100,0.1,0.1,4,4,0.401009860
