Learning Rate, Epochs, Sampling Rate, test data fraction, max layers, max neurons, Error
0.1,1,0.1,0.1,3,32,0.278781000
0.1,2,0.1,0.1,3,32,0.278781000
0.1,3,0.1,0.1,3,32,0.278781000
0.1,4,0.1,0.1,3,32,0.278781000
0.1,5,0.1,0.1,3,32,0.278781000
0.1,6,0.1,0.1,3,32,0.278781000
0.1,7,0.1,0.1,3,32,0.278781000
0.1,8,0.1,0.1,3,32,0.278781000
0.1,9,0.1,0.1,3,32,0.278781000
0.1,10,0.1,0.1,3,32,0.278781000
0.1,11,0.1,0.1,3,32,0.278781000
0.1,12,0.1,0.1,3,32,0.278781000
0.1,13,0.1,0.1,3,32,0.278781000
0.1,14,0.1,0.1,3,32,0.278781000
0.1,15,0.1,0.1,3,32,0.278781000
0.1,16,0.1,0.1,3,32,0.278781000
0.1,17,0.1,0.1,3,32,0.278781000
0.1,18,0.1,0.1,3,32,0.278781000
0.1,19,0.1,0.1,3,32,0.278781000
0.1,20,0.1,0.1,3,32,0.278781000
0.1,21,0.1,0.1,3,32,0.278781000
0.1,22,0.1,0.1,3,32,0.278781000
0.1,23,0.1,0.1,3,32,0.278781000
0.1,24,0.1,0.1,3,32,0.278781000
0.1,25,0.1,0.1,3,32,0.278781000
0.1,26,0.1,0.1,3,32,0.278781000
0.1,27,0.1,0.1,3,32,0.279757000
0.1,28,0.1,0.1,3,32,0.278781000
0.1,29,0.1,0.1,3,32,0.278781000
0.1,30,0.1,0.1,3,32,0.278781000
0.1,31,0.1,0.1,3,32,0.278781000
0.1,32,0.1,0.1,3,32,0.278781000
0.1,33,0.1,0.1,3,32,0.278781000
0.1,34,0.1,0.1,3,32,0.278810000
0.1,35,0.1,0.1,3,32,0.278781000
0.1,36,0.1,0.1,3,32,0.285353000
0.1,37,0.1,0.1,3,32,0.279689000
0.1,38,0.1,0.1,3,32,0.278786000
0.1,39,0.1,0.1,3,32,0.278781000
0.1,40,0.1,0.1,3,32,0.278781000
0.1,41,0.1,0.1,3,32,0.278781000
0.1,42,0.1,0.1,3,32,0.278995000
0.1,43,0.1,0.1,3,32,0.278781000
0.1,44,0.1,0.1,3,32,0.278781000
0.1,45,0.1,0.1,3,32,0.278781000
0.1,46,0.1,0.1,3,32,0.278781000
0.1,47,0.1,0.1,3,32,0.278781000
0.1,48,0.1,0.1,3,32,0.278781000
0.1,49,0.1,0.1,3,32,0.278781000
0.1,50,0.1,0.1,3,32,0.278781000
0.1,51,0.1,0.1,3,32,0.278781000
0.1,52,0.1,0.1,3,32,0.278781000
0.1,53,0.1,0.1,3,32,0.278781000
0.1,54,0.1,0.1,3,32,0.278793000
0.1,55,0.1,0.1,3,32,0.278781000
0.1,56,0.1,0.1,3,32,0.278781000
0.1,57,0.1,0.1,3,32,0.278781000
0.1,58,0.1,0.1,3,32,0.285312000
0.1,59,0.1,0.1,3,32,0.278781000
0.1,60,0.1,0.1,3,32,0.278786000
0.1,61,0.1,0.1,3,32,0.278781000
0.1,62,0.1,0.1,3,32,0.279218000
0.1,63,0.1,0.1,3,32,0.278766000
0.1,64,0.1,0.1,3,32,0.278846000
0.1,65,0.1,0.1,3,32,0.279840000
0.1,66,0.1,0.1,3,32,0.291831000
0.1,67,0.1,0.1,3,32,0.279330000
0.1,68,0.1,0.1,3,32,0.278781000
0.1,69,0.1,0.1,3,32,0.278838000
0.1,70,0.1,0.1,3,32,0.279153000
0.1,71,0.1,0.1,3,32,0.276040000
0.1,72,0.1,0.1,3,32,0.278781000
0.1,73,0.1,0.1,3,32,0.279184000
0.1,74,0.1,0.1,3,32,0.289393000
0.1,75,0.1,0.1,3,32,0.279779000
0.1,76,0.1,0.1,3,32,0.280404000
0.1,77,0.1,0.1,3,32,0.277456000
0.1,78,0.1,0.1,3,32,0.278781000
0.1,79,0.1,0.1,3,32,0.291143000
0.1,80,0.1,0.1,3,32,0.292755000
0.1,81,0.1,0.1,3,32,0.273456000
0.1,82,0.1,0.1,3,32,0.290886000
0.1,83,0.1,0.1,3,32,0.275571000
0.1,84,0.1,0.1,3,32,0.252328000
0.1,85,0.1,0.1,3,32,0.283526000
0.1,86,0.1,0.1,3,32,0.275068000
0.1,87,0.1,0.1,3,32,0.273479000
0.1,88,0.1,0.1,3,32,0.281702000
0.1,89,0.1,0.1,3,32,0.245895000
0.1,90,0.1,0.1,3,32,0.270961000
0.1,91,0.1,0.1,3,32,0.242655000
0.1,92,0.1,0.1,3,32,0.274551000
0.1,93,0.1,0.1,3,32,0.267806000
0.1,94,0.1,0.1,3,32,0.284306000
0.1,95,0.1,0.1,3,32,0.237148000
0.1,96,0.1,0.1,3,32,0.278781000
0.1,97,0.1,0.1,3,32,0.278781000
0.1,98,0.1,0.1,3,32,0.281247000
0.1,99,0.1,0.1,3,32,0.286872000
0.1,100,0.1,0.1,3,32,0.279713000
